date,temperature,temp_min,temp_max,precipitation,snow,wdir,wind_speed,wpgt,pressure,tsun,city,city_key,lat,lon,datetime
2024-01-01,6.9,5.2,8.6,0.9,0.0,,3.194444444444444,27.0,1005.5,41.0,Berlin,berlin,52.52,13.405,2024-01-01
2024-01-02,5.4,3.1,8.7,12.2,0.0,,3.611111111111111,29.5,999.3,3.0,Berlin,berlin,52.52,13.405,2024-01-02
2024-01-03,10.1,8.7,11.9,1.1,0.0,,5.0,55.4,990.0,3.0,Berlin,berlin,52.52,13.405,2024-01-03
2024-01-04,4.6,0.6,9.4,2.0,0.0,,5.611111111111111,60.5,998.2,0.0,Berlin,berlin,52.52,13.405,2024-01-04
2024-01-05,0.8,0.1,1.3,4.7,0.0,,3.888888888888889,32.8,1006.1,0.0,Berlin,berlin,52.52,13.405,2024-01-05
2024-01-06,0.0,-1.3,1.1,0.0,0.0,,5.305555555555556,43.2,1011.9,0.0,Berlin,berlin,52.52,13.405,2024-01-06
2024-01-07,-2.0,-7.4,-0.1,0.0,0.0,,5.388888888888888,56.2,1023.6,24.0,Berlin,berlin,52.52,13.405,2024-01-07
2024-01-08,-6.5,-8.0,-4.1,0.0,0.0,,5.0,40.3,1034.2,359.0,Berlin,berlin,52.52,13.405,2024-01-08
2024-01-09,-7.4,-10.8,-3.5,0.0,0.0,,2.611111111111111,19.1,1038.2,391.0,Berlin,berlin,52.52,13.405,2024-01-09
2024-01-10,-5.8,-9.5,-0.6,0.0,0.0,,1.8055555555555556,16.6,1034.4,386.0,Berlin,berlin,52.52,13.405,2024-01-10
2024-01-11,-2.7,-8.4,1.0,0.0,0.0,,3.0,25.2,1030.7,3.0,Berlin,berlin,52.52,13.405,2024-01-11
2024-01-12,0.4,-0.7,1.9,0.2,0.0,,3.6944444444444446,31.0,1028.3,0.0,Berlin,berlin,52.52,13.405,2024-01-12
2024-01-13,2.5,1.8,3.5,2.1,0.0,,5.694444444444445,52.9,1015.3,0.0,Berlin,berlin,52.52,13.405,2024-01-13
2024-01-14,2.9,2.2,3.8,0.5,0.0,,6.0,43.6,1002.3,3.0,Berlin,berlin,52.52,13.405,2024-01-14
2024-01-15,1.8,-0.8,3.5,3.4,0.0,,6.611111111111111,56.5,994.5,4.0,Berlin,berlin,52.52,13.405,2024-01-15
2024-01-16,-0.5,-3.2,1.4,0.2,40.0,,2.8055555555555554,32.4,1005.4,8.0,Berlin,berlin,52.52,13.405,2024-01-16
2024-01-17,-2.0,-4.9,-0.2,0.8,40.0,,2.8055555555555554,24.1,996.2,112.0,Berlin,berlin,52.52,13.405,2024-01-17
2024-01-18,-1.7,-4.3,-0.3,0.0,30.0,,2.8055555555555554,21.2,997.9,67.0,Berlin,berlin,52.52,13.405,2024-01-18
2024-01-19,-0.3,-4.4,2.4,0.0,30.0,,4.694444444444444,43.9,1015.0,229.0,Berlin,berlin,52.52,13.405,2024-01-19
2024-01-20,1.1,-3.4,3.7,0.0,30.0,,5.0,49.7,1025.8,128.0,Berlin,berlin,52.52,13.405,2024-01-20
2024-01-21,0.0,-4.4,3.6,0.0,20.0,,3.8055555555555554,40.7,1025.3,67.0,Berlin,berlin,52.52,13.405,2024-01-21
2024-01-22,7.2,2.7,10.6,2.8,10.0,,5.888888888888888,55.1,1010.7,2.0,Berlin,berlin,52.52,13.405,2024-01-22
2024-01-23,6.4,4.2,8.4,5.5,0.0,,5.5,59.8,1018.4,32.0,Berlin,berlin,52.52,13.405,2024-01-23
2024-01-24,9.4,4.9,11.8,3.8,0.0,,9.0,81.7,1010.9,78.0,Berlin,berlin,52.52,13.405,2024-01-24
2024-01-25,7.7,3.1,9.0,0.0,0.0,,8.5,76.0,1021.7,41.0,Berlin,berlin,52.52,13.405,2024-01-25
2024-01-26,5.5,0.9,10.0,4.0,0.0,,4.805555555555555,64.4,1021.2,6.0,Berlin,berlin,52.52,13.405,2024-01-26
2024-01-27,5.5,3.1,7.4,0.0,0.0,,5.694444444444445,50.0,1031.8,36.0,Berlin,berlin,52.52,13.405,2024-01-27
2024-01-28,3.2,-1.3,8.1,0.0,0.0,,2.694444444444444,25.9,1035.2,411.0,Berlin,berlin,52.52,13.405,2024-01-28
2024-01-29,4.5,0.5,10.1,0.0,0.0,,2.888888888888889,31.0,1030.2,259.0,Berlin,berlin,52.52,13.405,2024-01-29
2024-01-30,5.5,1.2,8.8,0.0,0.0,,2.388888888888889,26.6,1028.8,176.0,Berlin,berlin,52.52,13.405,2024-01-30
2024-01-31,6.3,4.9,9.2,1.5,0.0,,5.0,43.9,1029.5,33.0,Berlin,berlin,52.52,13.405,2024-01-31
2024-02-01,6.7,4.7,9.0,0.1,0.0,,6.499999999999999,59.4,1023.4,115.0,Berlin,berlin,52.52,13.405,2024-02-01
2024-02-02,6.7,4.6,9.0,0.0,0.0,,5.805555555555555,50.4,1022.9,3.0,Berlin,berlin,52.52,13.405,2024-02-02
2024-02-03,10.0,8.1,11.3,2.6,0.0,,6.611111111111111,51.5,1017.9,20.0,Berlin,berlin,52.52,13.405,2024-02-03
2024-02-04,7.9,6.2,9.1,11.3,0.0,,6.611111111111111,58.0,1014.6,44.0,Berlin,berlin,52.52,13.405,2024-02-04
2024-02-05,10.3,7.2,10.9,2.4,0.0,,8.305555555555555,71.3,1009.6,6.0,Berlin,berlin,52.52,13.405,2024-02-05
2024-02-06,10.7,9.0,12.2,9.6,0.0,,8.194444444444445,65.5,1004.5,1.0,Berlin,berlin,52.52,13.405,2024-02-06
2024-02-07,4.9,-0.2,9.5,0.0,0.0,,5.694444444444445,54.7,1001.9,73.0,Berlin,berlin,52.52,13.405,2024-02-07
2024-02-08,1.4,-1.7,4.4,3.9,0.0,,2.0,25.2,1002.3,55.0,Berlin,berlin,52.52,13.405,2024-02-08
2024-02-09,3.9,0.9,8.2,6.8,0.0,,3.5,35.3,992.4,10.0,Berlin,berlin,52.52,13.405,2024-02-09
2024-02-10,10.2,7.0,14.3,1.3,0.0,,2.5,29.5,991.6,82.0,Berlin,berlin,52.52,13.405,2024-02-10
2024-02-11,8.4,6.8,9.7,9.7,0.0,,4.305555555555555,36.4,991.3,1.0,Berlin,berlin,52.52,13.405,2024-02-11
2024-02-12,7.6,5.2,10.1,0.9,0.0,,4.611111111111112,45.7,1000.9,35.0,Berlin,berlin,52.52,13.405,2024-02-12
2024-02-13,6.1,2.8,9.6,0.0,0.0,,3.8055555555555554,34.9,1016.7,121.0,Berlin,berlin,52.52,13.405,2024-02-13
2024-02-14,6.6,2.3,10.6,4.3,0.0,,3.0,29.2,1018.1,5.0,Berlin,berlin,52.52,13.405,2024-02-14
2024-02-15,11.6,9.3,14.2,0.0,0.0,,2.694444444444444,22.7,1017.7,22.0,Berlin,berlin,52.52,13.405,2024-02-15
2024-02-16,12.4,8.9,16.3,2.8,0.0,,3.611111111111111,34.6,1015.1,136.0,Berlin,berlin,52.52,13.405,2024-02-16
2024-02-17,9.2,6.5,12.2,0.0,0.0,,5.194444444444444,51.8,1027.3,68.0,Berlin,berlin,52.52,13.405,2024-02-17
2024-02-18,7.5,3.3,10.5,4.6,0.0,,3.1111111111111107,30.6,1028.4,117.0,Berlin,berlin,52.52,13.405,2024-02-18
2024-02-19,8.4,6.7,9.8,3.3,0.0,,5.388888888888888,51.8,1018.5,14.0,Berlin,berlin,52.52,13.405,2024-02-19
2024-02-20,8.6,7.2,9.4,2.1,0.0,,4.694444444444444,49.3,1022.4,5.0,Berlin,berlin,52.52,13.405,2024-02-20
2024-02-21,9.0,7.3,12.0,0.0,0.0,,4.0,41.4,1015.2,37.0,Berlin,berlin,52.52,13.405,2024-02-21
2024-02-22,10.2,8.4,12.4,5.5,0.0,,3.8055555555555554,46.1,994.5,24.0,Berlin,berlin,52.52,13.405,2024-02-22
2024-02-23,8.6,4.5,12.2,0.0,0.0,,4.611111111111112,58.0,995.5,146.0,Berlin,berlin,52.52,13.405,2024-02-23
2024-02-24,6.4,1.8,11.5,0.0,0.0,,3.0,37.8,1003.3,396.0,Berlin,berlin,52.52,13.405,2024-02-24
2024-02-25,6.4,1.0,12.7,0.0,0.0,,2.305555555555556,36.0,1006.5,420.0,Berlin,berlin,52.52,13.405,2024-02-25
2024-02-26,6.5,0.6,12.0,0.0,0.0,,3.5,32.8,1007.3,309.0,Berlin,berlin,52.52,13.405,2024-02-26
2024-02-27,5.1,3.2,6.9,0.0,0.0,,4.111111111111112,29.9,1016.0,29.0,Berlin,berlin,52.52,13.405,2024-02-27
2024-02-28,3.3,0.0,5.2,0.0,0.0,,2.8055555555555554,24.1,1021.7,152.0,Berlin,berlin,52.52,13.405,2024-02-28
2024-02-29,5.0,-1.1,10.5,0.0,0.0,,3.5,32.8,1016.9,520.0,Berlin,berlin,52.52,13.405,2024-02-29
2024-03-01,8.1,5.8,10.3,0.3,0.0,,2.5,24.1,1007.8,283.0,Berlin,berlin,52.52,13.405,2024-03-01
2024-03-02,9.7,6.6,13.6,0.0,0.0,,2.111111111111111,22.3,1007.3,76.0,Berlin,berlin,52.52,13.405,2024-03-02
2024-03-03,10.7,7.3,15.1,0.0,0.0,,3.6944444444444446,29.9,1005.8,239.0,Berlin,berlin,52.52,13.405,2024-03-03
2024-03-04,9.7,6.4,13.1,0.0,0.0,,3.5,31.7,1010.0,334.0,Berlin,berlin,52.52,13.405,2024-03-04
2024-03-05,4.9,-0.5,8.3,0.0,0.0,,4.0,32.4,1017.0,299.0,Berlin,berlin,52.52,13.405,2024-03-05
2024-03-06,4.5,-0.9,9.0,0.0,0.0,,2.8055555555555554,32.0,1024.6,318.0,Berlin,berlin,52.52,13.405,2024-03-06
2024-03-07,5.2,-0.7,8.6,0.0,0.0,,4.111111111111112,36.4,1026.7,495.0,Berlin,berlin,52.52,13.405,2024-03-07
2024-03-08,4.0,-1.7,9.6,0.0,0.0,,4.388888888888889,34.6,1020.7,584.0,Berlin,berlin,52.52,13.405,2024-03-08
2024-03-09,5.9,0.3,10.3,0.0,0.0,,4.5,36.0,1010.4,300.0,Berlin,berlin,52.52,13.405,2024-03-09
2024-03-10,8.7,3.2,13.0,0.0,0.0,,5.694444444444445,45.4,1004.0,280.0,Berlin,berlin,52.52,13.405,2024-03-10
2024-03-11,10.7,4.7,14.4,0.0,0.0,,3.3888888888888884,34.2,1004.8,163.0,Berlin,berlin,52.52,13.405,2024-03-11
2024-03-12,10.1,4.2,16.1,0.0,0.0,,2.694444444444444,32.8,1013.4,188.0,Berlin,berlin,52.52,13.405,2024-03-12
2024-03-13,10.5,6.4,14.7,0.4,0.0,,2.5,26.6,1016.6,376.0,Berlin,berlin,52.52,13.405,2024-03-13
2024-03-14,11.5,7.6,16.2,0.0,0.0,,2.5,28.8,1014.6,103.0,Berlin,berlin,52.52,13.405,2024-03-14
2024-03-15,13.1,7.5,19.0,0.0,0.0,,3.1111111111111107,31.0,1009.7,282.0,Berlin,berlin,52.52,13.405,2024-03-15
2024-03-16,9.9,4.5,15.5,1.2,0.0,,4.888888888888889,50.0,1014.4,116.0,Berlin,berlin,52.52,13.405,2024-03-16
2024-03-17,5.0,0.5,9.6,0.0,0.0,,4.388888888888889,32.4,1023.8,382.0,Berlin,berlin,52.52,13.405,2024-03-17
2024-03-18,2.6,-2.1,7.8,0.0,0.0,,3.611111111111111,32.4,1022.0,509.0,Berlin,berlin,52.52,13.405,2024-03-18
2024-03-19,4.9,-1.5,10.6,0.0,0.0,,2.888888888888889,31.3,1023.0,538.0,Berlin,berlin,52.52,13.405,2024-03-19
2024-03-20,11.2,3.4,18.3,0.7,0.0,,2.111111111111111,26.3,1020.5,333.0,Berlin,berlin,52.52,13.405,2024-03-20
2024-03-21,10.8,6.5,15.7,8.3,0.0,,3.5,42.8,1019.6,76.0,Berlin,berlin,52.52,13.405,2024-03-21
2024-03-22,9.9,7.2,13.2,6.8,0.0,,3.3888888888888884,31.0,1015.0,27.0,Berlin,berlin,52.52,13.405,2024-03-22
2024-03-23,6.3,3.3,8.6,8.5,0.0,,3.8055555555555554,42.5,1006.0,34.0,Berlin,berlin,52.52,13.405,2024-03-23
2024-03-24,5.5,2.6,8.7,7.3,0.0,,4.0,41.4,1000.9,73.0,Berlin,berlin,52.52,13.405,2024-03-24
2024-03-25,6.6,3.1,10.3,1.3,0.0,,4.305555555555555,41.0,1004.0,94.0,Berlin,berlin,52.52,13.405,2024-03-25
2024-03-26,8.5,1.5,14.3,0.0,0.0,,4.0,42.8,1000.0,443.0,Berlin,berlin,52.52,13.405,2024-03-26
2024-03-27,12.3,5.0,18.6,0.1,0.0,,3.611111111111111,33.8,989.0,557.0,Berlin,berlin,52.52,13.405,2024-03-27
2024-03-28,10.5,7.3,15.2,0.2,0.0,,4.888888888888889,52.6,989.2,124.0,Berlin,berlin,52.52,13.405,2024-03-28
2024-03-29,11.1,5.6,16.3,0.2,0.0,,3.8055555555555554,46.1,1000.4,220.0,Berlin,berlin,52.52,13.405,2024-03-29
2024-03-30,14.9,6.2,23.1,0.0,0.0,,2.111111111111111,19.8,1000.0,561.0,Berlin,berlin,52.52,13.405,2024-03-30
2024-03-31,14.2,7.0,19.6,0.0,0.0,,1.611111111111111,21.6,998.2,498.0,Berlin,berlin,52.52,13.405,2024-03-31
2024-01-01,6.7,3.6,8.1,4.4,0.0,,5.694444444444445,47.5,1001.2,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-01
2024-01-02,5.4,3.5,9.0,30.8,0.0,,5.305555555555556,40.7,994.0,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-02
2024-01-03,8.6,5.7,10.5,7.9,0.0,,7.194444444444444,64.1,984.3,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-03
2024-01-04,1.6,-0.2,5.7,0.2,0.0,,4.805555555555555,52.6,999.7,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-04
2024-01-05,-0.4,-1.0,0.5,5.6,0.0,,5.694444444444445,44.3,1004.4,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-05
2024-01-06,-1.1,-1.5,-0.6,2.3,40.0,,5.5,37.1,1012.7,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-06
2024-01-07,-1.8,-3.6,-0.2,0.1,70.0,,3.888888888888889,31.3,1027.0,300.0,Hamburg,hamburg,53.5511,10.0,2024-01-07
2024-01-08,-1.9,-5.4,-0.2,0.0,60.0,,4.388888888888889,42.5,1035.9,120.0,Hamburg,hamburg,53.5511,10.0,2024-01-08
2024-01-09,-5.6,-9.0,-1.4,0.0,60.0,,1.5,14.8,1038.6,390.0,Hamburg,hamburg,53.5511,10.0,2024-01-09
2024-01-10,-3.6,-6.1,-2.2,0.0,60.0,,2.305555555555556,24.1,1034.9,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-10
2024-01-11,-1.1,-3.6,1.8,0.0,60.0,,2.0,24.1,1032.6,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-11
2024-01-12,-0.0,-4.3,3.8,0.4,50.0,,3.0,31.3,1028.5,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-12
2024-01-13,3.6,2.6,5.1,3.9,10.0,,5.388888888888888,42.5,1014.7,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-13
2024-01-14,2.9,0.8,4.0,3.6,0.0,,5.111111111111111,43.9,1001.8,12.0,Hamburg,hamburg,53.5511,10.0,2024-01-14
2024-01-15,1.1,-1.3,3.0,0.4,0.0,,4.305555555555555,50.0,994.5,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-15
2024-01-16,-0.4,-2.0,1.0,0.8,0.0,,4.5,42.5,1003.6,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-16
2024-01-17,-1.0,-3.7,-0.0,0.0,0.0,,4.694444444444444,43.9,993.2,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-17
2024-01-18,-1.8,-6.3,2.3,1.0,0.0,,2.111111111111111,33.5,998.5,420.0,Hamburg,hamburg,53.5511,10.0,2024-01-18
2024-01-19,1.1,-1.1,3.0,1.6,20.0,,6.111111111111111,52.6,1013.1,150.0,Hamburg,hamburg,53.5511,10.0,2024-01-19
2024-01-20,1.8,-0.2,4.0,0.0,10.0,,6.111111111111111,43.2,1023.3,156.0,Hamburg,hamburg,53.5511,10.0,2024-01-20
2024-01-21,3.3,-0.1,6.7,1.1,0.0,,7.305555555555555,64.8,1018.3,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-21
2024-01-22,8.4,5.7,10.3,5.9,0.0,,8.5,71.6,1003.7,6.0,Hamburg,hamburg,53.5511,10.0,2024-01-22
2024-01-23,7.0,5.3,8.2,12.6,0.0,,7.388888888888889,68.4,1014.8,30.0,Hamburg,hamburg,53.5511,10.0,2024-01-23
2024-01-24,9.8,7.2,12.1,0.6,0.0,,10.805555555555555,82.1,1009.3,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-24
2024-01-25,6.6,3.6,7.8,0.0,0.0,,5.611111111111111,59.4,1023.4,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-25
2024-01-26,7.2,5.3,10.4,6.7,0.0,,7.111111111111112,83.9,1019.6,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-26
2024-01-27,5.0,1.4,8.0,0.0,0.0,,4.305555555555555,42.5,1032.2,426.0,Hamburg,hamburg,53.5511,10.0,2024-01-27
