date,temperature,temp_min,temp_max,precipitation,snow,wdir,wind_speed,wpgt,pressure,tsun,city,city_key,lat,lon,datetime
2024-01-01,6.9,5.2,8.6,0.9,0.0,,3.194444444444444,27.0,1005.5,41.0,Berlin,berlin,52.52,13.405,2024-01-01
2024-01-02,5.4,3.1,8.7,12.2,0.0,,3.611111111111111,29.5,999.3,3.0,Berlin,berlin,52.52,13.405,2024-01-02
2024-01-03,10.1,8.7,11.9,1.1,0.0,,5.0,55.4,990.0,3.0,Berlin,berlin,52.52,13.405,2024-01-03
2024-01-04,4.6,0.6,9.4,2.0,0.0,,5.611111111111111,60.5,998.2,0.0,Berlin,berlin,52.52,13.405,2024-01-04
2024-01-05,0.8,0.1,1.3,4.7,0.0,,3.888888888888889,32.8,1006.1,0.0,Berlin,berlin,52.52,13.405,2024-01-05
2024-01-06,0.0,-1.3,1.1,0.0,0.0,,5.305555555555556,43.2,1011.9,0.0,Berlin,berlin,52.52,13.405,2024-01-06
2024-01-07,-2.0,-7.4,-0.1,0.0,0.0,,5.388888888888888,56.2,1023.6,24.0,Berlin,berlin,52.52,13.405,2024-01-07
2024-01-08,-6.5,-8.0,-4.1,0.0,0.0,,5.0,40.3,1034.2,359.0,Berlin,berlin,52.52,13.405,2024-01-08
2024-01-01,6.7,3.6,8.1,4.4,0.0,,5.694444444444445,47.5,1001.2,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-01
2024-01-02,5.4,3.5,9.0,30.8,0.0,,5.305555555555556,40.7,994.0,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-02
2024-01-03,8.6,5.7,10.5,7.9,0.0,,7.194444444444444,64.1,984.3,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-03
2024-01-04,1.6,-0.2,5.7,0.2,0.0,,4.805555555555555,52.6,999.7,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-04
2024-01-05,-0.4,-1.0,0.5,5.6,0.0,,5.694444444444445,44.3,1004.4,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-05
2024-01-06,-1.1,-1.5,-0.6,2.3,40.0,,5.5,37.1,1012.7,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-06
2024-01-07,-1.8,-3.6,-0.2,0.1,70.0,,3.888888888888889,31.3,1027.0,300.0,Hamburg,hamburg,53.5511,10.0,2024-01-07
2024-01-08,-1.9,-5.4,-0.2,0.0,60.0,,4.388888888888889,42.5,1035.9,120.0,Hamburg,hamburg,53.5511,10.0,2024-01-08
2024-01-01,8.6,7.5,9.4,14.9,0.0,,5.888888888888888,48.2,1005.7,0.0,Cologne,cologne,50.9375,6.9603,2024-01-01
2024-01-02,10.3,7.3,13.1,13.1,0.0,,7.277777777777778,69.1,994.9,0.0,Cologne,cologne,50.9375,6.9603,2024-01-02
2024-01-03,11.1,8.1,12.8,2.9,0.0,,7.611111111111111,60.5,992.6,36.0,Cologne,cologne,50.9375,6.9603,2024-01-03
2024-01-04,8.6,7.6,10.2,5.1,0.0,,5.611111111111111,53.6,1002.4,18.0,Cologne,cologne,50.9375,6.9603,2024-01-04
2024-01-05,8.6,6.6,10.0,2.0,0.0,,5.611111111111111,45.0,1000.7,108.0,Cologne,cologne,50.9375,6.9603,2024-01-05
2024-01-06,4.6,2.5,7.1,0.3,0.0,,3.416666666666667,31.3,1008.9,0.0,Cologne,cologne,50.9375,6.9603,2024-01-06
2024-01-07,1.3,-0.7,3.2,0.0,0.0,,4.388888888888889,37.1,1021.7,0.0,Cologne,cologne,50.9375,6.9603,2024-01-07
2024-01-08,-1.4,-4.2,0.1,0.0,0.0,,4.722222222222222,38.2,1029.9,270.0,Cologne,cologne,50.9375,6.9603,2024-01-08
2024-01-01,8.1,7.1,9.2,12.6,0.0,,6.444444444444444,45.4,1009.0,66.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2024-01-01
2024-01-02,9.0,6.9,11.3,18.7,0.0,,8.194444444444445,59.4,1000.3,0.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2024-01-02
2024-01-03,10.7,8.0,13.4,10.2,0.0,,7.722222222222222,57.6,996.3,96.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2024-01-03
2024-01-04,9.2,7.5,11.1,0.4,0.0,,5.5,53.6,1003.8,120.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2024-01-04
2024-01-05,8.2,5.7,10.3,0.0,0.0,,3.861111111111111,41.4,1003.8,24.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2024-01-05
2024-01-06,6.3,4.7,7.7,0.0,0.0,,2.638888888888889,23.0,1008.4,0.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2024-01-06
2024-01-07,2.5,-0.4,5.3,0.0,0.0,,5.138888888888888,42.1,1019.1,0.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2024-01-07
2024-01-08,-1.8,-5.2,0.5,0.0,0.0,,5.222222222222222,38.2,1028.0,420.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2024-01-08
2024-01-01,8.4,6.3,10.1,0.8,0.0,,4.194444444444445,50.0,1011.9,168.0,Stuttgart,stuttgart,48.7758,9.1829,2024-01-01
2024-01-02,10.5,8.0,12.6,1.6,0.0,,5.194444444444444,58.0,1003.0,0.0,Stuttgart,stuttgart,48.7758,9.1829,2024-01-02
2024-01-03,11.4,9.7,13.6,6.8,0.0,,4.888888888888889,53.6,1000.3,180.0,Stuttgart,stuttgart,48.7758,9.1829,2024-01-03
2024-01-04,9.4,7.1,11.4,0.3,0.0,,4.694444444444444,50.8,1007.0,228.0,Stuttgart,stuttgart,48.7758,9.1829,2024-01-04
2024-01-05,8.6,6.4,10.5,0.0,0.0,,2.388888888888889,35.3,1004.8,0.0,Stuttgart,stuttgart,48.7758,9.1829,2024-01-05
2024-01-06,6.4,5.8,7.0,0.0,0.0,,2.5,25.2,1009.0,0.0,Stuttgart,stuttgart,48.7758,9.1829,2024-01-06
2024-01-07,3.3,-1.3,6.2,1.6,0.0,,3.6944444444444446,39.6,1016.6,0.0,Stuttgart,stuttgart,48.7758,9.1829,2024-01-07
2024-01-08,-1.2,-3.9,-0.1,0.0,20.0,,3.611111111111111,31.7,1025.4,6.0,Stuttgart,stuttgart,48.7758,9.1829,2024-01-08
2024-01-01,8.1,7.1,9.6,13.3,0.0,,8.0,61.6,1005.3,18.0,Düsseldorf,dusseldorf,51.2277,6.7735,2024-01-01
2024-01-02,10.2,7.1,12.8,15.0,0.0,,8.61111111111111,75.2,993.5,0.0,Düsseldorf,dusseldorf,51.2277,6.7735,2024-01-02
2024-01-03,10.0,7.1,11.9,19.1,0.0,,8.88888888888889,69.1,992.3,18.0,Düsseldorf,dusseldorf,51.2277,6.7735,2024-01-03
2024-01-04,8.0,4.9,9.2,3.8,0.0,,5.194444444444444,40.7,1002.8,24.0,Düsseldorf,dusseldorf,51.2277,6.7735,2024-01-04
2024-01-05,7.8,6.6,9.4,1.2,0.0,,7.111111111111112,61.2,1000.2,0.0,Düsseldorf,dusseldorf,51.2277,6.7735,2024-01-05
2024-01-06,4.0,2.0,6.9,0.0,0.0,,3.194444444444444,24.8,1010.5,0.0,Düsseldorf,dusseldorf,51.2277,6.7735,2024-01-06
2024-01-07,0.6,-1.6,2.3,0.0,0.0,,5.194444444444444,45.7,1023.4,0.0,Düsseldorf,dusseldorf,51.2277,6.7735,2024-01-07
2024-01-08,-2.1,-5.2,-0.4,0.0,0.0,,6.0,51.1,1031.3,258.0,Düsseldorf,dusseldorf,51.2277,6.7735,2024-01-08
2024-01-01,8.2,6.7,9.7,7.5,0.0,,7.416666666666666,,1003.9,,Dortmund,dortmund,51.5136,7.4653,2024-01-01
2024-01-02,10.2,7.3,13.0,12.3,0.0,,7.805555555555555,,993.3,,Dortmund,dortmund,51.5136,7.4653,2024-01-02
2024-01-03,10.0,8.0,12.1,7.2,0.0,,8.61111111111111,,990.2,,Dortmund,dortmund,51.5136,7.4653,2024-01-03
2024-01-04,7.6,4.9,8.9,9.8,0.0,,6.166666666666666,,1001.0,,Dortmund,dortmund,51.5136,7.4653,2024-01-04
2024-01-05,7.8,5.8,9.6,0.2,0.0,,6.194444444444445,,999.6,,Dortmund,dortmund,51.5136,7.4653,2024-01-05
2024-01-06,3.9,1.9,7.0,0.2,0.0,,3.1666666666666665,,1008.7,,Dortmund,dortmund,51.5136,7.4653,2024-01-06
2024-01-07,0.2,-1.7,2.0,0.0,0.0,,5.222222222222222,,1022.8,,Dortmund,dortmund,51.5136,7.4653,2024-01-07
2024-01-08,-2.3,-4.5,-1.2,0.0,0.0,,6.055555555555555,,1031.2,,Dortmund,dortmund,51.5136,7.4653,2024-01-08
2024-01-01,7.9,6.7,9.5,11.5,0.0,,6.0,57.6,1004.8,0.0,Essen,essen,51.4556,7.0116,2024-01-01
2024-01-02,10.0,7.1,12.6,21.4,0.0,,6.388888888888888,74.9,993.2,0.0,Essen,essen,51.4556,7.0116,2024-01-02
2024-01-03,9.6,6.0,11.6,34.8,0.0,,6.305555555555555,74.5,991.8,6.0,Essen,essen,51.4556,7.0116,2024-01-03
2024-01-04,7.8,6.6,8.6,6.3,0.0,,3.6944444444444446,40.7,1002.5,6.0,Essen,essen,51.4556,7.0116,2024-01-04
2024-01-05,7.8,6.5,9.3,1.8,0.0,,5.305555555555556,55.1,999.8,0.0,Essen,essen,51.4556,7.0116,2024-01-05
2024-01-06,3.7,1.7,6.5,0.3,0.0,,2.388888888888889,22.3,1010.2,0.0,Essen,essen,51.4556,7.0116,2024-01-06
2024-01-07,0.2,-1.7,2.0,0.0,0.0,,4.888888888888889,43.9,1023.3,0.0,Essen,essen,51.4556,7.0116,2024-01-07
2024-01-08,-2.4,-4.7,-1.1,0.0,0.0,,5.388888888888888,48.2,1031.3,306.0,Essen,essen,51.4556,7.0116,2024-01-08
2024-01-01,7.6,4.8,10.0,2.2,0.0,,3.8055555555555554,36.7,1007.0,35.0,Leipzig,leipzig,51.3397,12.3731,2024-01-01
2024-01-02,7.3,4.6,9.7,17.8,0.0,,3.5,37.1,999.3,0.0,Leipzig,leipzig,51.3397,12.3731,2024-01-02
2024-01-03,10.9,9.6,12.6,1.9,0.0,,4.611111111111112,50.8,992.5,53.0,Leipzig,leipzig,51.3397,12.3731,2024-01-03
2024-01-04,6.7,1.7,10.1,1.8,0.0,,3.8055555555555554,46.1,1000.2,0.0,Leipzig,leipzig,51.3397,12.3731,2024-01-04
2024-01-05,5.7,2.2,9.2,0.0,0.0,,1.8888888888888888,22.0,1004.2,75.0,Leipzig,leipzig,51.3397,12.3731,2024-01-05
2024-01-06,2.3,0.0,4.9,0.0,0.0,,2.111111111111111,30.6,1009.7,0.0,Leipzig,leipzig,51.3397,12.3731,2024-01-06
2024-01-07,-1.1,-2.2,0.1,0.0,0.0,,3.611111111111111,38.9,1021.8,34.0,Leipzig,leipzig,51.3397,12.3731,2024-01-07
2024-01-08,-6.2,-8.0,-2.1,0.0,0.0,,3.1111111111111107,31.7,1032.3,320.0,Leipzig,leipzig,51.3397,12.3731,2024-01-08
2024-01-01,7.1,3.6,8.5,3.0,0.0,,6.305555555555555,49.3,1001.1,18.0,Bremen,bremen,53.0793,8.8017,2024-01-01
2024-01-02,7.0,3.3,11.3,27.5,0.0,,4.694444444444444,47.5,991.8,0.0,Bremen,bremen,53.0793,8.8017,2024-01-02
2024-01-03,8.9,6.8,10.7,4.9,0.0,,8.5,73.4,985.3,18.0,Bremen,bremen,53.0793,8.8017,2024-01-03
2024-01-04,2.9,0.4,6.9,0.6,0.0,,5.111111111111111,51.8,1000.2,0.0,Bremen,bremen,53.0793,8.8017,2024-01-04
2024-01-05,2.0,1.3,2.8,8.2,0.0,,5.194444444444444,40.0,1001.3,0.0,Bremen,bremen,53.0793,8.8017,2024-01-05
2024-01-06,0.2,-1.3,1.8,1.6,0.0,,5.611111111111111,38.9,1010.6,0.0,Bremen,bremen,53.0793,8.8017,2024-01-06
2024-01-07,-1.7,-3.3,0.1,0.0,10.0,,5.5,42.1,1026.0,300.0,Bremen,bremen,53.0793,8.8017,2024-01-07
2024-01-08,-1.8,-4.1,-0.4,0.0,10.0,,5.805555555555555,48.2,1034.6,258.0,Bremen,bremen,53.0793,8.8017,2024-01-08
2024-01-01,7.7,3.3,10.7,0.6,0.0,,5.694444444444445,52.6,1008.3,144.0,Dresden,dresden,51.0504,13.7373,2024-01-01
2024-01-02,6.4,3.0,10.9,10.3,0.0,,6.499999999999999,50.0,1002.4,0.0,Dresden,dresden,51.0504,13.7373,2024-01-02
2024-01-03,11.8,9.8,13.5,0.6,0.0,,8.416666666666666,60.5,994.2,72.0,Dresden,dresden,51.0504,13.7373,2024-01-03
2024-01-04,7.5,2.3,10.7,4.1,0.0,,6.75,62.3,999.6,0.0,Dresden,dresden,51.0504,13.7373,2024-01-04
2024-01-05,5.8,0.9,9.5,0.0,0.0,,3.5,31.3,1005.5,12.0,Dresden,dresden,51.0504,13.7373,2024-01-05
2024-01-06,3.0,0.2,6.3,0.0,0.0,,2.5833333333333335,29.5,1009.0,12.0,Dresden,dresden,51.0504,13.7373,2024-01-06
2024-01-07,-1.3,-2.6,0.3,0.0,0.0,,4.5,39.6,1020.4,36.0,Dresden,dresden,51.0504,13.7373,2024-01-07
2024-01-08,-6.2,-9.0,-2.2,0.0,0.0,,3.7777777777777777,33.5,1030.9,276.0,Dresden,dresden,51.0504,13.7373,2024-01-08
2024-01-01,7.4,5.1,8.7,2.6,0.0,,5.5,43.9,1002.9,0.0,Hanover,hanover,52.3759,9.732,2024-01-01
2024-01-02,7.5,4.8,12.1,21.9,0.0,,4.805555555555555,45.7,993.6,0.0,Hanover,hanover,52.3759,9.732,2024-01-02
2024-01-03,10.2,8.1,12.2,2.2,0.0,,7.888888888888888,70.2,987.2,24.0,Hanover,hanover,52.3759,9.732,2024-01-03
2024-01-04,4.5,1.9,8.1,2.7,0.0,,5.305555555555556,58.0,999.9,0.0,Hanover,hanover,52.3759,9.732,2024-01-04
2024-01-05,3.5,2.0,4.9,1.6,0.0,,4.5,32.0,1001.4,0.0,Hanover,hanover,52.3759,9.732,2024-01-05
2024-01-06,1.6,-1.0,3.7,5.8,0.0,,4.611111111111112,31.3,1009.5,0.0,Hanover,hanover,52.3759,9.732,2024-01-06
2024-01-07,-1.9,-3.5,-0.5,0.0,30.0,,4.305555555555555,37.1,1024.5,6.0,Hanover,hanover,52.3759,9.732,2024-01-07
2024-01-08,-3.6,-6.9,-1.8,0.0,20.0,,5.111111111111111,38.9,1033.4,378.0,Hanover,hanover,52.3759,9.732,2024-01-08
2024-01-01,7.5,5.5,9.9,2.9,0.0,,4.305555555555555,51.8,1011.6,96.0,Nuremberg,nuremberg,49.4521,11.0767,2024-01-01
2024-01-02,8.7,6.2,11.6,14.4,0.0,,5.194444444444444,43.9,1003.4,0.0,Nuremberg,nuremberg,49.4521,11.0767,2024-01-02
2024-01-03,10.7,9.3,12.0,11.6,0.0,,6.194444444444445,64.1,999.1,30.0,Nuremberg,nuremberg,49.4521,11.0767,2024-01-03
2024-01-04,8.7,5.0,10.7,0.9,0.0,,6.194444444444445,53.6,1005.4,0.0,Nuremberg,nuremberg,49.4521,11.0767,2024-01-04
2024-01-05,6.5,3.5,10.2,0.0,0.0,,2.8055555555555554,20.5,1005.9,60.0,Nuremberg,nuremberg,49.4521,11.0767,2024-01-05
2024-01-06,4.8,2.1,6.6,0.0,0.0,,1.1944444444444444,13.0,1009.3,0.0,Nuremberg,nuremberg,49.4521,11.0767,2024-01-06
2024-01-07,2.0,-1.0,5.3,0.0,0.0,,4.305555555555555,39.6,1017.6,0.0,Nuremberg,nuremberg,49.4521,11.0767,2024-01-07
2024-01-08,-2.1,-4.5,-0.5,0.0,0.0,,3.888888888888889,32.8,1027.5,108.0,Nuremberg,nuremberg,49.4521,11.0767,2024-01-08
2024-01-01,7.7,6.4,9.3,11.2,0.0,,7.083333333333333,61.6,1003.8,18.0,Duisburg,duisburg,51.4344,6.7623,2024-01-01
2024-01-02,10.0,7.0,12.4,14.4,0.0,,7.749999999999999,75.2,992.8,0.0,Duisburg,duisburg,51.4344,6.7623,2024-01-02
2024-01-03,9.4,7.8,11.8,12.5,0.0,,8.194444444444445,69.1,990.5,18.0,Duisburg,duisburg,51.4344,6.7623,2024-01-03
2024-01-04,7.7,6.4,8.9,5.9,0.0,,5.611111111111111,40.7,1001.4,24.0,Duisburg,duisburg,51.4344,6.7623,2024-01-04
2024-01-05,7.6,6.1,9.2,2.6,0.0,,6.499999999999999,61.2,999.1,0.0,Duisburg,duisburg,51.4344,6.7623,2024-01-05
2024-01-06,3.4,1.6,6.4,0.6,0.0,,3.416666666666667,24.8,1009.1,0.0,Duisburg,duisburg,51.4344,6.7623,2024-01-06
2024-01-07,0.4,-1.3,2.0,0.0,0.0,,5.194444444444444,45.7,1022.8,0.0,Duisburg,duisburg,51.4344,6.7623,2024-01-07
2024-01-08,-2.1,-4.2,-0.5,0.0,0.0,,6.027777777777778,51.1,1031.1,258.0,Duisburg,duisburg,51.4344,6.7623,2024-01-08
2024-01-01,8.0,6.6,9.5,7.4,0.0,,7.666666666666667,57.6,1004.1,0.0,Bochum,bochum,51.4818,7.2162,2024-01-01
2024-01-02,10.1,7.2,12.6,12.3,0.0,,8.277777777777779,74.9,993.5,0.0,Bochum,bochum,51.4818,7.2162,2024-01-02
