date,temperature,temp_min,temp_max,precipitation,snow,wdir,wind_speed,wpgt,pressure,tsun,city,city_key,lat,lon,datetime
2023-01-01,14.8,10.8,16.5,0.0,0.0,,4.694444444444444,49.0,1015.3,105.0,Berlin,berlin,52.52,13.405,2023-01-01
2023-01-02,13.4,9.4,16.3,0.1,0.0,,4.5,49.3,1016.1,16.0,Berlin,berlin,52.52,13.405,2023-01-02
2023-01-03,5.9,2.0,9.7,0.0,0.0,,3.3888888888888884,37.8,1027.2,288.0,Berlin,berlin,52.52,13.405,2023-01-03
2023-01-04,7.4,3.1,11.5,18.1,0.0,,5.111111111111111,53.3,1015.3,1.0,Berlin,berlin,52.52,13.405,2023-01-04
2023-01-05,8.5,2.6,10.7,1.7,0.0,,7.388888888888889,64.8,1013.2,71.0,Berlin,berlin,52.52,13.405,2023-01-05
2023-01-06,7.3,1.4,10.9,0.6,0.0,,3.194444444444444,30.6,1018.3,13.0,Berlin,berlin,52.52,13.405,2023-01-06
2023-01-07,8.6,6.1,10.5,0.3,0.0,,2.611111111111111,28.8,1016.0,92.0,Berlin,berlin,52.52,13.405,2023-01-07
2023-01-08,7.2,5.1,8.9,2.9,0.0,,3.0,28.4,1005.8,19.0,Berlin,berlin,52.52,13.405,2023-01-08
2023-01-01,13.4,10.1,15.8,0.9,0.0,,7.694444444444444,67.3,1010.9,192.0,Hamburg,hamburg,53.5511,10.0,2023-01-01
2023-01-02,10.0,6.1,13.2,2.8,0.0,,5.5,58.7,1013.4,0.0,Hamburg,hamburg,53.5511,10.0,2023-01-02
2023-01-03,5.1,2.4,6.7,3.4,0.0,,3.8055555555555554,35.3,1025.0,252.0,Hamburg,hamburg,53.5511,10.0,2023-01-03
2023-01-04,9.5,6.4,11.7,12.3,0.0,,7.888888888888888,63.0,1009.6,0.0,Hamburg,hamburg,53.5511,10.0,2023-01-04
2023-01-05,7.6,3.4,10.1,1.4,0.0,,6.0,64.8,1013.9,96.0,Hamburg,hamburg,53.5511,10.0,2023-01-05
2023-01-06,7.7,3.5,10.1,2.7,0.0,,4.805555555555555,45.0,1014.8,84.0,Hamburg,hamburg,53.5511,10.0,2023-01-06
2023-01-07,9.0,3.7,11.3,0.0,0.0,,4.888888888888889,37.1,1011.8,6.0,Hamburg,hamburg,53.5511,10.0,2023-01-07
2023-01-08,8.7,4.3,10.6,3.9,0.0,,4.805555555555555,35.3,1001.1,144.0,Hamburg,hamburg,53.5511,10.0,2023-01-08
2023-01-01,14.0,11.4,16.1,3.8,0.0,,5.027777777777778,37.1,1015.6,0.0,Cologne,cologne,50.9375,6.9603,2023-01-01
2023-01-02,11.6,7.4,15.1,2.7,0.0,,4.166666666666667,41.4,1017.6,0.0,Cologne,cologne,50.9375,6.9603,2023-01-02
2023-01-03,8.3,4.9,12.1,1.6,0.0,,3.2777777777777777,33.5,1027.4,192.0,Cologne,cologne,50.9375,6.9603,2023-01-03
2023-01-04,11.6,8.5,14.0,2.0,0.0,,6.777777777777777,52.9,1018.9,0.0,Cologne,cologne,50.9375,6.9603,2023-01-04
2023-01-05,11.2,10.0,12.9,2.1,0.0,,4.611111111111112,47.5,1020.2,24.0,Cologne,cologne,50.9375,6.9603,2023-01-05
2023-01-06,11.2,10.0,12.4,0.4,0.0,,3.638888888888889,42.1,1019.3,6.0,Cologne,cologne,50.9375,6.9603,2023-01-06
2023-01-07,11.1,10.2,12.2,0.8,0.0,,4.638888888888888,45.0,1013.1,48.0,Cologne,cologne,50.9375,6.9603,2023-01-07
2023-01-08,10.1,8.5,11.6,6.3,0.0,,4.888888888888889,43.9,1002.6,36.0,Cologne,cologne,50.9375,6.9603,2023-01-08
2023-01-01,14.0,12.1,15.8,0.0,0.0,,3.9166666666666665,37.1,1018.9,48.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2023-01-01
2023-01-02,12.3,8.0,14.8,3.4,0.0,,4.027777777777778,34.6,1019.8,0.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2023-01-02
2023-01-03,8.0,5.3,9.8,0.6,0.0,,2.888888888888889,30.6,1029.5,198.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2023-01-03
2023-01-04,8.7,6.3,11.6,4.7,0.0,,6.777777777777777,50.4,1022.9,0.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2023-01-04
2023-01-05,11.5,10.2,13.1,0.1,0.0,,4.527777777777778,42.5,1021.3,126.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2023-01-05
2023-01-06,11.3,10.5,12.5,0.0,0.0,,4.25,32.0,1021.4,18.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2023-01-06
2023-01-07,10.3,7.3,11.9,3.5,0.0,,2.833333333333333,37.8,1016.3,0.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2023-01-07
2023-01-08,9.7,8.8,10.8,4.4,0.0,,4.138888888888889,29.2,1006.0,18.0,Frankfurt am Main,frankfurt,50.1109,8.6821,2023-01-08
